TargetName,HUGOSymbol,TargetGroup,AnalyteType,Codeclass,Pooling,CorrelationToNegatives,GlobalOutliers
ACSL4,ACSL4,All Probes;neutral lipid metabolic process;ribonucleoside bisphosphate biosynthetic process;long-chain fatty acid metabolic process;fatty acid transport;fatty acid derivative biosynthetic process;positive regulation of peptide hormone secretion;acyl-CoA metabolic process;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.730237872,0
ACSL5,ACSL5,All Probes;ribonucleoside bisphosphate biosynthetic process;long-chain fatty acid metabolic process;fatty acid derivative biosynthetic process;acyl-CoA metabolic process;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.928507941,0
ACSL6,ACSL6,All Probes;ribonucleoside bisphosphate biosynthetic process;long-chain fatty acid metabolic process;fatty acid derivative biosynthetic process;acyl-CoA metabolic process;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.928890586,0
ACSM1,ACSM1,All Probes;lipid oxidation;fatty acid biosynthetic process;antibiotic metabolic process;sterol homeostasis;acyl-CoA metabolic process;xenobiotic metabolic process,RNA,Endogenous,01,0.952955995,0
ACSM2A,ACSM2A,All Probes,RNA,Endogenous,01,0.606988178,0
ACSM3,ACSM3,All Probes;sterol homeostasis;acyl-CoA metabolic process;fatty acid biosynthetic process,RNA,Endogenous,01,0.965017688,0
ACSM4,ACSM4,All Probes;acyl-CoA metabolic process;fatty acid biosynthetic process,RNA,Endogenous,01,0.961374255,0
ACSM5,ACSM5,All Probes;acyl-CoA metabolic process;fatty acid biosynthetic process,RNA,Endogenous,01,0.923953872,0
ACSM6,ACSM6,All Probes;acyl-CoA metabolic process;fatty acid biosynthetic process,RNA,Endogenous,01,0.928690741,0
ACSS1,ACSS1,All Probes;ribonucleoside bisphosphate biosynthetic process;fatty acid biosynthetic process;antibiotic metabolic process;acyl-CoA metabolic process;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.835172772,0
ACSS2,ACSS2,All Probes;ribonucleoside bisphosphate biosynthetic process;fatty acid biosynthetic process;antibiotic metabolic process;acyl-CoA metabolic process;purine nucleoside bisphosphate biosynthetic process,RNA,Endogenous,01,0.931392692,0
ACSS3,ACSS3,All Probes;fatty acid derivative biosynthetic process,RNA,Endogenous,01,0.960085982,0
ACTA1,ACTA1,All Probes;muscle cell development;actin filament-based movement,RNA,Endogenous,01,0.962375465,0
ACTA2,ACTA2,All Probes;smooth muscle contraction,RNA,Endogenous,01,0.731189252,0
ACTBL2,ACTBL2,All Probes;vesicle-mediated transport in synapse,RNA,Endogenous,01,,
ACTC1,ACTC1,All Probes;striated muscle contraction;cellular component assembly involved in morphogenesis;actin filament-based movement,RNA,Endogenous,01,0.904567732,0
ACTG2,ACTG2,All Probes,RNA,Endogenous,01,0.881618517,0
ACTL10,ACTL10,All Probes,RNA,Endogenous,01,0.935109679,0
ACTL6A,ACTL6A,All Probes;ATP-dependent chromatin remodeling;spinal cord development,RNA,Endogenous,01,0.926002221,0
ACTL6B,ACTL6B,All Probes;spinal cord development;neuron maturation;ATP-dependent chromatin remodeling;dendrite development,RNA,Endogenous,01,0.9317197,0
ACTL7A,ACTL7A,All Probes,RNA,Endogenous,01,0.945203073,0
ACTL7B,ACTL7B,All Probes,RNA,Endogenous,01,-0.037031289,0
ACTL8,ACTL8,All Probes;vesicle-mediated transport in synapse,RNA,Endogenous,01,0.914800526,0
ACTL9,ACTL9,All Probes,RNA,Endogenous,01,0.90651325,0
ACTN1,ACTN1,All Probes;adherens junction organization;postsynapse organization;cell-substrate junction assembly;platelet activation;homotypic cell-cell adhesion;actin filament bundle organization,RNA,Endogenous,01,0.966491217,0
ACTN2,ACTN2,All Probes;protein homotetramerization;phospholipase C-activating G protein-coupled receptor signaling pathway;adherens junction organization;muscle cell development;regulation of protein depolymerization;negative regulation of transporter activity;cell-substrate junction assembly;regulation of glutamate receptor signaling pathway;regulation of potassium ion transport;regulation of neurotransmitter receptor activity;actin filament-based movement,RNA,Endogenous,01,0.947568934,0
ACTN3,ACTN3,All Probes;adherens junction organization;regulation of calcium-mediated signaling;negative regulation of cold-induced thermogenesis;regulation of striated muscle contraction;cell-substrate junction assembly;muscle adaptation;regulation of carbohydrate catabolic process;regulation of muscle adaptation;actin filament-based movement,RNA,Endogenous,01,0.929907207,0
ACTN4,ACTN4,All Probes;regulation of sodium ion transport;negative regulation of cell morphogenesis involved in differentiation;positive regulation of endocytosis;actin filament bundle organization;positive regulation of NIK/NF-kappaB signaling;vesicle localization;negative regulation of cell-substrate adhesion;tight junction organization;actin filament-based movement,RNA,Endogenous,01,0.455497626,0
ACTR10,ACTR10,All Probes;organelle transport along microtubule;antigen processing and presentation of exogenous peptide antigen via MHC class II;mitochondrion localization,RNA,Endogenous,01,0.915048596,0
ACTR1A,ACTR1A,All Probes;organelle transport along microtubule;ciliary basal body-plasma membrane docking;antigen processing and presentation of exogenous peptide antigen via MHC class II,RNA,Endogenous,01,0.921992765,0
ACTR1B,ACTR1B,All Probes;organelle transport along microtubule;antigen processing and presentation of exogenous peptide antigen via MHC class II,RNA,Endogenous,01,0.967635063,0
ACTR2,ACTR2,All Probes;positive regulation of actin filament polymerization;cytoskeleton-dependent cytokinesis;cellular response to interferon-gamma;Fc-gamma receptor signaling pathway;regulation of postsynapse organization;regulation of dendrite morphogenesis;associative learning;ephrin receptor signaling pathway;regulation of DNA recombination;regulation of double-strand break repair;positive regulation of response to DNA damage stimulus;regulation of dendritic spine development,RNA,Endogenous,01,0.925669175,0
ACTR3,ACTR3,All Probes;positive regulation of actin filament polymerization;cytoskeleton-dependent cytokinesis;cellular response to interferon-gamma;Fc-gamma receptor signaling pathway;ephrin receptor signaling pathway,RNA,Endogenous,01,0.903090891,0
ACTR3B,ACTR3B,All Probes,RNA,Endogenous,01,0.918144303,0
ACTR5,ACTR5,All Probes;cellular response to light stimulus;ATP-dependent chromatin remodeling,RNA,Endogenous,01,0.935474635,0
ACTR6,ACTR6,All Probes;ATP-dependent chromatin remodeling,RNA,Endogenous,01,0.965082471,0
ACTR8,ACTR8,All Probes;ATP-dependent chromatin remodeling,RNA,Endogenous,01,0.96873141,0
ACTRT1,ACTRT1,All Probes;regulation of smoothened signaling pathway,RNA,Endogenous,01,0.932295026,0
ACTRT2,ACTRT2,All Probes,RNA,Endogenous,01,0.881802696,0
ACTRT3,ACTRT3,All Probes,RNA,Endogenous,01,0.956553677,0
ACVR1,ACVR1,All Probes;transforming growth factor beta receptor signaling pathway;cell cycle G1/S phase transition;regulation of epithelial to mesenchymal transition;BMP signaling pathway;positive regulation of ossification;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;regulation of biomineral tissue development;specification of symmetry;acute inflammatory response;positive regulation of animal organ morphogenesis;formation of primary germ layer;negative regulation of extrinsic apoptotic signaling pathway;peptidyl-threonine modification;muscle cell differentiation;neural crest cell migration,RNA,Endogenous,01,0.963773691,0
ACVR1B,ACVR1B,All Probes;cell cycle G1/S phase transition;positive regulation of myeloid cell differentiation;positive regulation of reproductive process;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;extrinsic apoptotic signaling pathway;hair cycle process;peptidyl-threonine modification,RNA,Endogenous,01,0.94782054,0
ACVR1C,ACVR1C,All Probes;negative regulation of hormone secretion,RNA,Endogenous,01,0.947868206,0
ACVR2A,ACVR2A,All Probes;positive regulation of myeloid cell differentiation;BMP signaling pathway;positive regulation of ossification;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;regulation of biomineral tissue development;embryonic skeletal system development;specification of symmetry;mesoderm development;regulation of oxidoreductase activity;epithelial cell proliferation,RNA,Endogenous,01,0.965167192,0
ACVR2B,ACVR2B,All Probes;pancreas development;BMP signaling pathway;positive regulation of ossification;odontogenesis of dentin-containing tooth;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;regulation of biomineral tissue development;specification of symmetry;negative regulation of cold-induced thermogenesis;post-embryonic development;roof of mouth development;endothelial cell differentiation;lung development;mesoderm development;hormone transport;tissue remodeling,RNA,Endogenous,01,0.95433763,0
ACVRL1,ACVRL1,All Probes;transforming growth factor beta receptor signaling pathway;blood vessel morphogenesis;BMP signaling pathway;positive regulation of endothelial cell proliferation;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;regulation of cell junction assembly;regulation of BMP signaling pathway;mesenchymal cell differentiation;epithelial cell proliferation;endothelial cell differentiation;regulation of cartilage development;negative regulation of epithelial cell migration;response to transforming growth factor beta;negative regulation of cell-substrate adhesion;tissue remodeling,RNA,Endogenous,01,0.843371948,0
ACY1,ACY1,All Probes,RNA,Endogenous,01,0.717121365,0
ACY3,ACY3,All Probes;xenobiotic metabolic process,RNA,Endogenous,01,0.929562507,0
ACYP1,ACYP1,All Probes,RNA,Endogenous,01,0.962557058,0
ACYP2,ACYP2,All Probes,RNA,Endogenous,01,0.871816346,0
ADA,ADA,All Probes;nucleoside triphosphate metabolic process;liver development;nucleobase-containing small molecule catabolic process;regulation of T cell differentiation in thymus;regulation of calcium-mediated signaling;nucleobase-containing small molecule biosynthetic process;negative regulation of G protein-coupled receptor signaling pathway;placenta development;regulation of alpha-beta T cell activation;regulation of behavior;ammonium transport;lymphocyte activation involved in immune response;regulation of smooth muscle contraction;positive regulation of lymphocyte differentiation;positive regulation of adaptive immune response;regulation of antigen receptor-mediated signaling pathway;lung alveolus development;B cell differentiation;nucleoside metabolic process;nucleoside monophosphate metabolic process;regulation of leukocyte apoptotic process,RNA,Endogenous,01,0.96016917,0
ADA2,ADA2,All Probes;nucleobase-containing small molecule catabolic process;nucleobase-containing small molecule biosynthetic process;nucleoside metabolic process,RNA,Endogenous,01,0.885302961,0
ADAD1,ADAD1,All Probes;spermatid development,RNA,Endogenous,01,0.927180665,0
ADAD2,ADAD2,All Probes,RNA,Endogenous,01,0.961800694,0
ADAL,ADAL,All Probes;nucleobase-containing small molecule catabolic process;nucleobase-containing small molecule biosynthetic process;nucleoside metabolic process,RNA,Endogenous,01,0.964128978,0
ADAM10,ADAM10,All Probes;regulation of lymphocyte migration;toxin transport;response to antineoplastic agent;integrin-mediated signaling pathway;extracellular matrix disassembly;regulation of postsynapse organization;postsynapse organization;positive regulation of leukocyte chemotaxis;regulation of dendrite morphogenesis;regulation of Notch signaling pathway;regulation of dendritic spine development,RNA,Endogenous,01,0.943412508,0
ADAM11,ADAM11,All Probes;integrin-mediated signaling pathway,RNA,Endogenous,01,0.943278325,0
ADAM12,ADAM12,All Probes;syncytium formation,RNA,Endogenous,01,0.945563063,0
ADAM15,ADAM15,All Probes;response to antineoplastic agent;cellular response to alcohol;integrin-mediated signaling pathway;extracellular matrix disassembly;cellular response to ketone;tissue regeneration;mesenchymal cell differentiation;collagen metabolic process;negative regulation of protein binding;male gonad development;negative regulation of cell-substrate adhesion,RNA,Endogenous,01,0.941247699,0
ADAM17,ADAM17,All Probes;positive regulation of endothelial cell proliferation;positive regulation of leukocyte chemotaxis;negative regulation of cellular response to transforming growth factor beta stimulus;regulation of protein tyrosine kinase activity;negative regulation of cold-induced thermogenesis;positive regulation of endothelial cell migration;spleen development;regulation of cyclin-dependent protein kinase activity;ERBB signaling pathway;regulation of lymphocyte migration;positive regulation of response to cytokine stimulus;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains;positive regulation of cell cycle phase transition;leukocyte mediated immunity;defense response to Gram-positive bacterium;B cell differentiation;regulation of ERBB signaling pathway;regulation of leukocyte apoptotic process,RNA,Endogenous,01,0.960144241,0
ADAM18,ADAM18,All Probes,RNA,Endogenous,01,0.935176026,0
ADAM19,ADAM19,All Probes;placenta development,RNA,Endogenous,01,0.907965964,0
ADAM2,ADAM2,All Probes;cell-cell recognition;associative learning,RNA,Endogenous,01,0.588248443,0
ADAM20,ADAM20,All Probes;cell-cell recognition;fertilization,RNA,Endogenous,01,,
ADAM21,ADAM21,All Probes;cell-cell recognition;fertilization,RNA,Endogenous,01,0.931774557,0
ADAM22,ADAM22,All Probes;adult locomotory behavior;protein localization to synapse;axon ensheathment,RNA,Endogenous,01,0.9661332,0
ADAM23,ADAM23,All Probes;cellular response to leukemia inhibitory factor,RNA,Endogenous,01,0.945035728,0
ADAM28,ADAM28,All Probes,RNA,Endogenous,01,0.941229418,0
ADAM29,ADAM29,All Probes,RNA,Endogenous,01,0.955198411,0
ADAM30,ADAM30,All Probes;cell-cell recognition,RNA,Endogenous,01,0.943294898,0
ADAM32,ADAM32,All Probes,RNA,Endogenous,01,0.952856624,0
ADAM33,ADAM33,All Probes,RNA,Endogenous,01,0.954557616,0
ADAM7,ADAM7,All Probes,RNA,Endogenous,01,0.947223192,0
ADAM8,ADAM8,All Probes;regulation of membrane protein ectodomain proteolysis;regulation of lymphocyte migration;extracellular matrix disassembly;positive regulation of tumor necrosis factor superfamily cytokine production;regulation of protein maturation;regulation of T cell differentiation in thymus;regulation of acute inflammatory response;regulation of leukocyte apoptotic process;positive regulation of lymphocyte differentiation,RNA,Endogenous,01,0.953878667,0
ADAM9,ADAM9,All Probes;regulation of membrane protein ectodomain proteolysis;response to antineoplastic agent;integrin-mediated signaling pathway;transforming growth factor beta receptor signaling pathway;epidermal cell differentiation;activation of MAPKK activity,RNA,Endogenous,01,0.905758798,0
ADAMDEC1,ADAMDEC1,All Probes,RNA,Endogenous,01,0.929821068,0
ADAMTS1,ADAMTS1,All Probes;positive regulation of cell cycle phase transition;positive regulation of smooth muscle cell proliferation;integrin-mediated signaling pathway,RNA,Endogenous,01,0.806819149,0
ADAMTS10,ADAMTS10,All Probes,RNA,Endogenous,01,0.941777398,0
ADAMTS12,ADAMTS12,All Probes;proteoglycan metabolic process;regulation of cartilage development,RNA,Endogenous,01,0.95105047,0
