"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"235","O00267","SPT5H_HUMAN","Transcription elongation factor SPT5","Homo sapiens","9606","SUPT5H","1","1"
"236","O00268","TAF4_HUMAN","Transcription initiation factor TFIID subunit 4","Homo sapiens","9606","TAF4","1","2"
"237","O00270","GPR31_HUMAN","12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor","Homo sapiens","9606","GPR31","1","2"
"238","O00273","DFFA_HUMAN","DNA fragmentation factor subunit alpha","Homo sapiens","9606","DFFA","1","1"
"239","O00287","RFXAP_HUMAN","Regulatory factor X-associated protein","Homo sapiens","9606","RFXAP","1","1"
"240","O00291","HIP1_HUMAN","Huntingtin-interacting protein 1","Homo sapiens","9606","HIP1","1","5"
"241","O00292","LFTY2_HUMAN","Left-right determination factor 2","Homo sapiens","9606","LEFTY2","1","2"
"242","O00294","TULP1_HUMAN","Tubby-related protein 1","Homo sapiens","9606","TULP1","1","3"
"243","O00299","CLIC1_HUMAN","Chloride intracellular channel protein 1","Homo sapiens","9606","CLIC1","1","4"
"244","O00300","TR11B_HUMAN","Tumor necrosis factor receptor superfamily member 11B","Homo sapiens","9606","TNFRSF11B","1","3"
"245","O00303","EIF3F_HUMAN","Eukaryotic translation initiation factor 3 subunit F","Homo sapiens","9606","EIF3F","1","1"
"246","O00305","CACB4_HUMAN","Voltage-dependent L-type calcium channel subunit beta-4","Homo sapiens","9606","CACNB4","1","2"
"247","O00308","WWP2_HUMAN","NEDD4-like E3 ubiquitin-protein ligase WWP2","Homo sapiens","9606","WWP2","1","2"
"248","O00311","CDC7_HUMAN","Cell division cycle 7-related protein kinase","Homo sapiens","9606","CDC7","1","1"
"249","O00322","UPK1A_HUMAN","Uroplakin-1a","Homo sapiens","9606","UPK1A","1","1"
"250","O00327","BMAL1_HUMAN","Basic helix-loop-helix ARNT-like protein 1","Homo sapiens","9606","BMAL1","1","2"
"251","O00329","PK3CD_HUMAN","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform","Homo sapiens","9606","PIK3CD","1","2"
"252","O00330","ODPX_HUMAN","Pyruvate dehydrogenase protein X component, mitochondrial","Homo sapiens","9606","PDHX","1","3"
"253","O00337","S28A1_HUMAN","Sodium/nucleoside cotransporter 1","Homo sapiens","9606","SLC28A1","1","2"
"254","O00338","ST1C2_HUMAN","Sulfotransferase 1C2","Homo sapiens","9606","SULT1C2","1","1"
"255","O00339","MATN2_HUMAN","Matrilin-2","Homo sapiens","9606","MATN2","1","4"
"256","O00341","EAA5_HUMAN","Excitatory amino acid transporter 5","Homo sapiens","9606","SLC1A7","2","2"
"257","O00358","FOXE1_HUMAN","Forkhead box protein E1","Homo sapiens","9606","FOXE1","1","3"
"258","O00370","LORF2_HUMAN","LINE-1 retrotransposable element ORF2 protein","Homo sapiens","9606","Homo sapiens OX=9606","1","1"
"259","O00391","QSOX1_HUMAN","Sulfhydryl oxidase 1","Homo sapiens","9606","QSOX1","1","3"
"260","O00399","DCTN6_HUMAN","Dynactin subunit 6","Homo sapiens","9606","DCTN6","1","1"
"261","O00400","ACATN_HUMAN","Acetyl-coenzyme A transporter 1","Homo sapiens","9606","SLC33A1","1","1"
"262","O00401","WASL_HUMAN","Actin nucleation-promoting factor WASL","Homo sapiens","9606","WASL","1","2"
"263","O00408","PDE2A_HUMAN","cGMP-dependent 3',5'-cyclic phosphodiesterase","Homo sapiens","9606","PDE2A","1","1"
"264","O00409","FOXN3_HUMAN","Forkhead box protein N3","Homo sapiens","9606","FOXN3","1","1"
"265","O00410","IPO5_HUMAN","Importin-5","Homo sapiens","9606","IPO5","1","4"
"266","O00411","RPOM_HUMAN","DNA-directed RNA polymerase, mitochondrial","Homo sapiens","9606","POLRMT","1","2"
"267","O00418","EF2K_HUMAN","Eukaryotic elongation factor 2 kinase","Homo sapiens","9606","EEF2K","1","2"
"268","O00421","CCRL2_HUMAN","C-C chemokine receptor-like 2","Homo sapiens","9606","CCRL2","1","2"
"269","O00422","SAP18_HUMAN","Histone deacetylase complex subunit SAP18","Homo sapiens","9606","SAP18","1","1"
"270","O00423","EMAL1_HUMAN","Echinoderm microtubule-associated protein-like 1","Homo sapiens","9606","EML1","1","3"
"271","O00425","IF2B3_HUMAN","Insulin-like growth factor 2 mRNA-binding protein 3","Homo sapiens","9606","IGF2BP3","1","2"
"272","O00429","DNM1L_HUMAN","Dynamin-1-like protein","Homo sapiens","9606","DNM1L","1","2"
"273","O00442","RTCA_HUMAN","RNA 3'-terminal phosphate cyclase","Homo sapiens","9606","RTCA","1","1"
"274","O00443","P3C2A_HUMAN","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha","Homo sapiens","9606","PIK3C2A","1","2"
"275","O00444","PLK4_HUMAN","Serine/threonine-protein kinase PLK4","Homo sapiens","9606","PLK4","1","3"
"276","O00445","SYT5_HUMAN","Synaptotagmin-5","Homo sapiens","9606","SYT5","1","2"
"277","O00451","GFRA2_HUMAN","GDNF family receptor alpha-2","Homo sapiens","9606","GFRA2","1","2"
"278","O00453","LST1_HUMAN","Leukocyte-specific transcript 1 protein","Homo sapiens","9606","LST1","1","2"
"279","O00459","P85B_HUMAN","Phosphatidylinositol 3-kinase regulatory subunit beta","Homo sapiens","9606","PIK3R2","1","2"
"280","O00461","GOLI4_HUMAN","Golgi integral membrane protein 4","Homo sapiens","9606","GOLIM4","1","1"
"281","O00462","MANBA_HUMAN","Beta-mannosidase","Homo sapiens","9606","MANBA","1","3"
"282","O00463","TRAF5_HUMAN","TNF receptor-associated factor 5","Homo sapiens","9606","TRAF5","1","2"
"283","O00468","AGRIN_HUMAN","Agrin","Homo sapiens","9606","AGRN","1","6"
"284","O00469","PLOD2_HUMAN","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","Homo sapiens","9606","PLOD2","1","2"
"285","O00470","MEIS1_HUMAN","Homeobox protein Meis1","Homo sapiens","9606","MEIS1","1","1"
"286","O00471","EXOC5_HUMAN","Exocyst complex component 5","Homo sapiens","9606","EXOC5","1","1"
"287","O00472","ELL2_HUMAN","RNA polymerase II elongation factor ELL2","Homo sapiens","9606","ELL2","1","2"
"288","O00476","NPT4_HUMAN","Sodium-dependent phosphate transport protein 4","Homo sapiens","9606","SLC17A3","1","2"
"289","O00478","BT3A3_HUMAN","Butyrophilin subfamily 3 member A3","Homo sapiens","9606","BTN3A3","1","1"
"290","O00481","BT3A1_HUMAN","Butyrophilin subfamily 3 member A1","Homo sapiens","9606","BTN3A1","1","3"
"291","O00482","NR5A2_HUMAN","Nuclear receptor subfamily 5 group A member 2","Homo sapiens","9606","NR5A2","1","2"
"292","O00483","NDUA4_HUMAN","Cytochrome c oxidase subunit NDUFA4","Homo sapiens","9606","NDUFA4","1","1"
"293","O00487","PSDE_HUMAN","26S proteasome non-ATPase regulatory subunit 14","Homo sapiens","9606","PSMD14","1","1"
"294","O00488","ZN593_HUMAN","Zinc finger protein 593","Homo sapiens","9606","ZNF593","1","2"
"295","O00499","BIN1_HUMAN","Myc box-dependent-interacting protein 1","Homo sapiens","9606","BIN1","1","1"
"296","O00501","CLD5_HUMAN","Claudin-5","Homo sapiens","9606","CLDN5","1","1"
"297","O00505","IMA4_HUMAN","Importin subunit alpha-4","Homo sapiens","9606","KPNA3","1","2"
"298","O00506","STK25_HUMAN","Serine/threonine-protein kinase 25","Homo sapiens","9606","STK25","1","1"
"299","O00507","USP9Y_HUMAN","Probable ubiquitin carboxyl-terminal hydrolase FAF-Y","Homo sapiens","9606","USP9Y","2","2"
"300","O00512","BCL9_HUMAN","B-cell CLL/lymphoma 9 protein","Homo sapiens","9606","BCL9","1","4"
"301","O00519","FAAH1_HUMAN","Fatty-acid amide hydrolase 1","Homo sapiens","9606","FAAH","1","2"
"302","O00522","KRIT1_HUMAN","Krev interaction trapped protein 1","Homo sapiens","9606","KRIT1","1","2"
"303","O00526","UPK2_HUMAN","Uroplakin-2","Homo sapiens","9606","UPK2","1","2"
"304","O00533","NCHL1_HUMAN","Neural cell adhesion molecule L1-like protein","Homo sapiens","9606","CHL1","1","4"
"305","O00541","PESC_HUMAN","Pescadillo homolog","Homo sapiens","9606","PES1","1","1"
"306","O00548","DLL1_HUMAN","Delta-like protein 1","Homo sapiens","9606","DLL1","1","2"
"307","O00555","CAC1A_HUMAN","Voltage-dependent P/Q-type calcium channel subunit alpha-1A","Homo sapiens","9606","CACNA1A","1","3"
"308","O00559","RCAS1_HUMAN","Receptor-binding cancer antigen expressed on SiSo cells","Homo sapiens","9606","EBAG9","1","1"
"309","O00560","SDCB1_HUMAN","Syntenin-1","Homo sapiens","9606","SDCBP","1","1"
"310","O00562","PITM1_HUMAN","Membrane-associated phosphatidylinositol transfer protein 1","Homo sapiens","9606","PITPNM1","1","4"
"311","O00566","MPP10_HUMAN","U3 small nucleolar ribonucleoprotein protein MPP10","Homo sapiens","9606","MPHOSPH10","1","2"
"312","O00567","NOP56_HUMAN","Nucleolar protein 56","Homo sapiens","9606","NOP56","1","4"
"313","O00571","DDX3X_HUMAN","ATP-dependent RNA helicase DDX3X","Homo sapiens","9606","DDX3X","1","3"
"314","O00574","CXCR6_HUMAN","C-X-C chemokine receptor type 6","Homo sapiens","9606","CXCR6","2","1"
"315","O00584","RNT2_HUMAN","Ribonuclease T2","Homo sapiens","9606","RNASET2","1","2"
"316","O00585","CCL21_HUMAN","C-C motif chemokine 21","Homo sapiens","9606","CCL21","1","1"
"317","O00587","MFNG_HUMAN","Beta-1,3-N-acetylglucosaminyltransferase manic fringe","Homo sapiens","9606","MFNG","1","2"
"318","O00590","ACKR2_HUMAN","Atypical chemokine receptor 2","Homo sapiens","9606","ACKR2","1","2"
"319","O00591","GBRP_HUMAN","Gamma-aminobutyric acid receptor subunit pi","Homo sapiens","9606","GABRP","2","1"
"320","O00592","PODXL_HUMAN","Podocalyxin","Homo sapiens","9606","PODXL","1","2"
"321","O00602","FCN1_HUMAN","Ficolin-1","Homo sapiens","9606","FCN1","1","2"
"322","O00622","CCN1_HUMAN","CCN family member 1","Homo sapiens","9606","CCN1","1","1"
"323","O00623","PEX12_HUMAN","Peroxisome assembly protein 12","Homo sapiens","9606","PEX12","1","1"
"324","O00625","PIR_HUMAN","Pirin","Homo sapiens","9606","PIR","1","1"
"325","O00626","CCL22_HUMAN","C-C motif chemokine 22","Homo sapiens","9606","CCL22","1","2"
"326","O00628","PEX7_HUMAN","Peroxisomal targeting signal 2 receptor","Homo sapiens","9606","PEX7","1","1"
"327","O00629","IMA3_HUMAN","Importin subunit alpha-3","Homo sapiens","9606","KPNA4","1","1"
"328","O00631","SARCO_HUMAN","Sarcolipin","Homo sapiens","9606","SLN","1","1"
"329","O00635","TRI38_HUMAN","E3 ubiquitin-protein ligase TRIM38","Homo sapiens","9606","TRIM38","1","1"
"330","O00712","NFIB_HUMAN","Nuclear factor 1 B-type","Homo sapiens","9606","NFIB","1","2"
"331","O00716","E2F3_HUMAN","Transcription factor E2F3","Homo sapiens","9606","E2F3","1","1"
"332","O00743","PPP6_HUMAN","Serine/threonine-protein phosphatase 6 catalytic subunit","Homo sapiens","9606","PPP6C","1","1"
"333","O00744","WN10B_HUMAN","Protein Wnt-10b","Homo sapiens","9606","WNT10B","1","2"
"334","O00746","NDKM_HUMAN","Nucleoside diphosphate kinase, mitochondrial","Homo sapiens","9606","NME4","1","1"
"335","O00748","EST2_HUMAN","Cocaine esterase","Homo sapiens","9606","CES2","1","1"
"336","O00750","P3C2B_HUMAN","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta","Homo sapiens","9606","PIK3C2B","1","2"
"337","O00754","MA2B1_HUMAN","Lysosomal alpha-mannosidase","Homo sapiens","9606","MAN2B1","1","3"
"338","O00755","WNT7A_HUMAN","Protein Wnt-7a","Homo sapiens","9606","WNT7A","1","2"
"339","O00757","F16P2_HUMAN","Fructose-1,6-bisphosphatase isozyme 2","Homo sapiens","9606","FBP2","1","2"
"340","O00762","UBE2C_HUMAN","Ubiquitin-conjugating enzyme E2 C","Homo sapiens","9606","UBE2C","1","1"
"341","O00763","ACACB_HUMAN","Acetyl-CoA carboxylase 2","Homo sapiens","9606","ACACB","1","3"
"342","O00764","PDXK_HUMAN","Pyridoxal kinase","Homo sapiens","9606","PDXK","1","1"
"343","O00767","SCD_HUMAN","Stearoyl-CoA desaturase","Homo sapiens","9606","SCD","1","2"
"344","O14490","DLGP1_HUMAN","Disks large-associated protein 1","Homo sapiens","9606","DLGAP1","1","1"
"345","O14492","SH2B2_HUMAN","SH2B adapter protein 2","Homo sapiens","9606","SH2B2","1","2"
"346","O14493","CLD4_HUMAN","Claudin-4","Homo sapiens","9606","CLDN4","1","1"
"347","O14494","PLPP1_HUMAN","Phospholipid phosphatase 1","Homo sapiens","9606","PLPP1","1","1"
"348","O14495","PLPP3_HUMAN","Phospholipid phosphatase 3","Homo sapiens","9606","PLPP3","1","1"
"349","O14497","ARI1A_HUMAN","AT-rich interactive domain-containing protein 1A","Homo sapiens","9606","ARID1A","1","3"
"350","O14503","BHE40_HUMAN","Class E basic helix-loop-helix protein 40","Homo sapiens","9606","BHLHE40","1","1"
"351","O14508","SOCS2_HUMAN","Suppressor of cytokine signaling 2","Homo sapiens","9606","SOCS2","1","1"
"352","O14511","NRG2_HUMAN","Pro-neuregulin-2, membrane-bound isoform","Homo sapiens","9606","NRG2","1","1"
"353","O14512","SOCS7_HUMAN","Suppressor of cytokine signaling 7","Homo sapiens","9606","SOCS7","1","2"
"354","O14514","AGRB1_HUMAN","Adhesion G protein-coupled receptor B1","Homo sapiens","9606","ADGRB1","1","2"
"355","O14519","CDKA1_HUMAN","Cyclin-dependent kinase 2-associated protein 1","Homo sapiens","9606","CDK2AP1","1","1"
"356","O14520","AQP7_HUMAN","Aquaporin-7","Homo sapiens","9606","AQP7","1","1"
"357","O14521","DHSD_HUMAN","Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial","Homo sapiens","9606","SDHD","1","1"
"358","O14522","PTPRT_HUMAN","Receptor-type tyrosine-protein phosphatase T","Homo sapiens","9606","PTPRT","1","6"
"359","O14523","C2C2L_HUMAN","Phospholipid transfer protein C2CD2L","Homo sapiens","9606","C2CD2L","1","3"
"360","O14524","NEMP1_HUMAN","Nuclear envelope integral membrane protein 1","Homo sapiens","9606","NEMP1","1","2"
"361","O14525","ASTN1_HUMAN","Astrotactin-1","Homo sapiens","9606","ASTN1","1","3"
"362","O14526","FCHO1_HUMAN","F-BAR domain only protein 1","Homo sapiens","9606","FCHO1","1","2"
"363","O14529","CUX2_HUMAN","Homeobox protein cut-like 2","Homo sapiens","9606","CUX2","1","4"
"364","O14530","TXND9_HUMAN","Thioredoxin domain-containing protein 9","Homo sapiens","9606","TXNDC9","1","2"
"365","O14531","DPYL4_HUMAN","Dihydropyrimidinase-related protein 4","Homo sapiens","9606","DPYSL4","1","2"
"366","O14543","SOCS3_HUMAN","Suppressor of cytokine signaling 3","Homo sapiens","9606","SOCS3","1","1"
"367","O14544","SOCS6_HUMAN","Suppressor of cytokine signaling 6","Homo sapiens","9606","SOCS6","1","2"
"368","O14556","G3PT_HUMAN","Glyceraldehyde-3-phosphate dehydrogenase, testis-specific","Homo sapiens","9606","GAPDHS","1","2"
"369","O14558","HSPB6_HUMAN","Heat shock protein beta-6","Homo sapiens","9606","HSPB6","1","2"
"370","O14559","RHG33_HUMAN","Rho GTPase-activating protein 33","Homo sapiens","9606","ARHGAP33","1","2"
"371","O14561","ACPM_HUMAN","Acyl carrier protein, mitochondrial","Homo sapiens","9606","NDUFAB1","1","3"
"372","O14569","C56D2_HUMAN","Transmembrane reductase CYB561D2","Homo sapiens","9606","CYB561D2","1","1"
"373","O14576","DC1I1_HUMAN","Cytoplasmic dynein 1 intermediate chain 1","Homo sapiens","9606","DYNC1I1","1","2"
"374","O14578","CTRO_HUMAN","Citron Rho-interacting kinase","Homo sapiens","9606","CIT","1","2"
"375","O14579","COPE_HUMAN","Coatomer subunit epsilon","Homo sapiens","9606","COPE","1","3"
"376","O14593","RFXK_HUMAN","DNA-binding protein RFXANK","Homo sapiens","9606","RFXANK","1","2"
"377","O14594","NCAN_HUMAN","Neurocan core protein","Homo sapiens","9606","NCAN","1","3"
"378","O14595","CTDS2_HUMAN","Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2","Homo sapiens","9606","CTDSP2","1","2"
"379","O14607","UTY_HUMAN","Histone demethylase UTY","Homo sapiens","9606","UTY","1","2"
"380","O14610","GBGT2_HUMAN","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2","Homo sapiens","9606","GNGT2","2","1"
"381","O14613","BORG1_HUMAN","Cdc42 effector protein 2","Homo sapiens","9606","CDC42EP2","1","1"
"382","O14617","AP3D1_HUMAN","AP-3 complex subunit delta-1","Homo sapiens","9606","AP3D1","1","1"
"383","O14618","CCS_HUMAN","Copper chaperone for superoxide dismutase","Homo sapiens","9606","CCS","1","1"
"384","O14625","CXL11_HUMAN","C-X-C motif chemokine 11","Homo sapiens","9606","CXCL11","1","1"
"385","O14627","CDX4_HUMAN","Homeobox protein CDX-4","Homo sapiens","9606","CDX4","1","1"
"386","O14628","ZN195_HUMAN","Zinc finger protein 195","Homo sapiens","9606","ZNF195","1","2"
"387","O14633","LCE2B_HUMAN","Late cornified envelope protein 2B","Homo sapiens","9606","LCE2B","1","1"
"388","O14638","ENPP3_HUMAN","Ectonucleotide pyrophosphatase/phosphodiesterase family member 3","Homo sapiens","9606","ENPP3","1","2"
"389","O14639","ABLM1_HUMAN","Actin-binding LIM protein 1","Homo sapiens","9606","ABLIM1","1","3"
"390","O14640","DVL1_HUMAN","Segment polarity protein dishevelled homolog DVL-1","Homo sapiens","9606","DVL1","1","2"
"391","O14641","DVL2_HUMAN","Segment polarity protein dishevelled homolog DVL-2","Homo sapiens","9606","DVL2","1","1"
"392","O14645","IDLC_HUMAN","Axonemal dynein light intermediate polypeptide 1","Homo sapiens","9606","DNALI1","1","2"
"393","O14646","CHD1_HUMAN","Chromodomain-helicase-DNA-binding protein 1","Homo sapiens","9606","CHD1","1","2"
"394","O14647","CHD2_HUMAN","Chromodomain-helicase-DNA-binding protein 2","Homo sapiens","9606","CHD2","1","2"
"395","O14649","KCNK3_HUMAN","Potassium channel subfamily K member 3","Homo sapiens","9606","KCNK3","1","1"
"396","O14653","GOSR2_HUMAN","Golgi SNAP receptor complex member 2","Homo sapiens","9606","GOSR2","1","2"
"397","O14654","IRS4_HUMAN","Insulin receptor substrate 4","Homo sapiens","9606","IRS4","1","1"
"398","O14656","TOR1A_HUMAN","Torsin-1A","Homo sapiens","9606","TOR1A","1","1"
"399","O14657","TOR1B_HUMAN","Torsin-1B","Homo sapiens","9606","TOR1B","1","2"
"400","O14662","STX16_HUMAN","Syntaxin-16","Homo sapiens","9606","STX16","1","3"
"401","O14669","TMG2_HUMAN","Transmembrane gamma-carboxyglutamic acid protein 2","Homo sapiens","9606","PRRG2","1","1"
"402","O14672","ADA10_HUMAN","Disintegrin and metalloproteinase domain-containing protein 10","Homo sapiens","9606","ADAM10","1","1"
"403","O14678","ABCD4_HUMAN","Lysosomal cobalamin transporter ABCD4","Homo sapiens","9606","ABCD4","1","1"
"404","O14681","EI24_HUMAN","Etoposide-induced protein 2.4 homolog","Homo sapiens","9606","EI24","1","4"
"405","O14682","ENC1_HUMAN","Ectoderm-neural cortex protein 1","Homo sapiens","9606","ENC1","1","2"
"406","O14684","PTGES_HUMAN","Prostaglandin E synthase","Homo sapiens","9606","PTGES","1","2"
"407","O14686","KMT2D_HUMAN","Histone-lysine N-methyltransferase 2D","Homo sapiens","9606","KMT2D","1","2"
"408","O14713","ITBP1_HUMAN","Integrin beta-1-binding protein 1","Homo sapiens","9606","ITGB1BP1","1","1"
"409","O14717","TRDMT_HUMAN","tRNA (cytosine(38)-C(5))-methyltransferase","Homo sapiens","9606","TRDMT1","1","1"
"410","O14727","APAF_HUMAN","Apoptotic protease-activating factor 1","Homo sapiens","9606","APAF1","1","2"
"411","O14730","RIOK3_HUMAN","Serine/threonine-protein kinase RIO3","Homo sapiens","9606","RIOK3","1","2"
"412","O14732","IMPA2_HUMAN","Inositol monophosphatase 2","Homo sapiens","9606","IMPA2","1","1"
"413","O14733","MP2K7_HUMAN","Dual specificity mitogen-activated protein kinase kinase 7","Homo sapiens","9606","MAP2K7","1","2"
"414","O14734","ACOT8_HUMAN","Acyl-coenzyme A thioesterase 8","Homo sapiens","9606","ACOT8","1","1"
"415","O14735","CDIPT_HUMAN","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","Homo sapiens","9606","CDIPT","1","1"
"416","O14737","PDCD5_HUMAN","Programmed cell death protein 5","Homo sapiens","9606","PDCD5","1","3"
"417","O14744","ANM5_HUMAN","Protein arginine N-methyltransferase 5","Homo sapiens","9606","PRMT5","1","4"
"418","O14745","NHRF1_HUMAN","Na(+)/H(+) exchange regulatory cofactor NHE-RF1","Homo sapiens","9606","NHERF1","1","4"
"419","O14746","TERT_HUMAN","Telomerase reverse transcriptase","Homo sapiens","9606","TERT","1","1"
"420","O14756","H17B6_HUMAN","17-beta-hydroxysteroid dehydrogenase type 6","Homo sapiens","9606","HSD17B6","1","1"
"421","O14757","CHK1_HUMAN","Serine/threonine-protein kinase Chk1","Homo sapiens","9606","CHEK1","1","2"
"422","O14763","TR10B_HUMAN","Tumor necrosis factor receptor superfamily member 10B","Homo sapiens","9606","TNFRSF10B","1","2"
"423","O14764","GBRD_HUMAN","Gamma-aminobutyric acid receptor subunit delta","Homo sapiens","9606","GABRD","1","2"
"424","O14770","MEIS2_HUMAN","Homeobox protein Meis2","Homo sapiens","9606","MEIS2","1","2"
"425","O14771","ZN213_HUMAN","Zinc finger protein 213","Homo sapiens","9606","ZNF213","1","2"
"426","O14772","FPGT_HUMAN","Fucose-1-phosphate guanylyltransferase","Homo sapiens","9606","FPGT","1","3"
"427","O14773","TPP1_HUMAN","Tripeptidyl-peptidase 1","Homo sapiens","9606","TPP1","1","2"
"428","O14775","GNB5_HUMAN","Guanine nucleotide-binding protein subunit beta-5","Homo sapiens","9606","GNB5","1","2"
"429","O14776","TCRG1_HUMAN","Transcription elongation regulator 1","Homo sapiens","9606","TCERG1","1","2"
"430","O14777","NDC80_HUMAN","Kinetochore protein NDC80 homolog","Homo sapiens","9606","NDC80","1","1"
"431","O14782","KIF3C_HUMAN","Kinesin-like protein KIF3C","Homo sapiens","9606","KIF3C","1","4"
"432","O14786","NRP1_HUMAN","Neuropilin-1","Homo sapiens","9606","NRP1","1","3"
